,hitid,requesterannotation,assignmentid,workerid,image,object,name,rating,type,color,image_url,names,same_color,colors,control_type,correct1,correct2,correct3,correct3_explanation,reliable1,reliable2,correct1-filtered,correct2-filtered,correct3-filtered
13,3TRB893CSJA57OMCUYVUURY9VU17G2,../1_pre-pilot/verification_pilot_amt.csv_26,3B1NLC6UGZWXZEO5GMUCIXLIXEZGP5,worker0,2417054,3245468,hutch,0,,0,http://object-naming-amore.upf.edu//2417054_3245468_seed_ambiguous.png,"['cup board', 'cabinet', 't-shirt', 'cabiet', 'hutch']","['hutch', 'cabiet', 'cabinet', 'cup board']","{'cup board': 1, 'cabinet': 1, 't-shirt': 0, 'cabiet': 1, 'hutch': 1}",,,,,,False,False,,,
14,3TRB893CSJA57OMCUYVUURY9VU17G2,../1_pre-pilot/verification_pilot_amt.csv_26,3B1NLC6UGZWXZEO5GMUCIXLIXEZGP5,worker0,2354096,3778271,coat,0,,0,http://object-naming-amore.upf.edu//2354096_3778271_seed_ambiguous.png,"['cap', 'sweatshirt', 'arm', 'coat', 'sweater', 'jacket', 'sleeve', 'hoodie', 'shirt', 'blazer']","['hoodie', 'jacket', 'sweater', 'coat', 'sweatshirt']","{'cap': 0, 'sweatshirt': 1, 'arm': 0, 'coat': 1, 'sweater': 1, 'jacket': 1, 'sleeve': 0, 'hoodie': 1, 'shirt': 0, 'blazer': 0}",,,,,,False,False,,,
15,3TRB893CSJA57OMCUYVUURY9VU17G2,../1_pre-pilot/verification_pilot_amt.csv_26,3B1NLC6UGZWXZEO5GMUCIXLIXEZGP5,worker0,2318524,1009820,plier,2,other,3,http://object-naming-amore.upf.edu//2318524_1009820_singleton_obj.png,"['airplane', 'road', 'runway', 'plier', 'plane', 'airport', 'tarmac', 'ground']",['plier'],"{'airplane': 0, 'road': 0, 'runway': 0, 'plier': 1, 'plane': 0, 'airport': 0, 'tarmac': 0, 'ground': 0}",random,1.0,1.0,,,True,True,1.0,1.0,
16,3TRB893CSJA57OMCUYVUURY9VU17G2,../1_pre-pilot/verification_pilot_amt.csv_26,3B1NLC6UGZWXZEO5GMUCIXLIXEZGP5,worker0,1159441,1593550,skier,1,linguistic,0,http://object-naming-amore.upf.edu//1159441_1593550_singleton_obj.png,"['human', 'girl', 'snowboarder', 'skier', 'diem', 'woman', 'person']","['person', 'woman', 'skier', 'snowboarder', 'girl', 'human']","{'human': 1, 'girl': 1, 'snowboarder': 1, 'skier': 1, 'diem': 0, 'woman': 1, 'person': 1}",,,,,,False,False,,,
17,3TRB893CSJA57OMCUYVUURY9VU17G2,../1_pre-pilot/verification_pilot_amt.csv_26,3B1NLC6UGZWXZEO5GMUCIXLIXEZGP5,worker0,2417054,3245468,cabiet,1,linguistic,0,http://object-naming-amore.upf.edu//2417054_3245468_seed_ambiguous.png,"['cup board', 'cabinet', 't-shirt', 'cabiet', 'hutch']","['hutch', 'cabiet', 'cabinet', 'cup board']","{'cup board': 1, 'cabinet': 1, 't-shirt': 0, 'cabiet': 1, 'hutch': 1}",typo-cabinet,1.0,1.0,,,True,True,1.0,1.0,
18,3TRB893CSJA57OMCUYVUURY9VU17G2,../1_pre-pilot/verification_pilot_amt.csv_26,3B1NLC6UGZWXZEO5GMUCIXLIXEZGP5,worker0,2360995,784762,shirt,1,bounding box,1,http://object-naming-amore.upf.edu//2360995_784762_singleton_obj.png,"['boy', 'enginge', 'person', 'shirt']",['shirt'],"{'boy': 0, 'enginge': 0, 'person': 0, 'shirt': 1}",,,,,,False,False,,,
19,3TRB893CSJA57OMCUYVUURY9VU17G2,../1_pre-pilot/verification_pilot_amt.csv_26,3B1NLC6UGZWXZEO5GMUCIXLIXEZGP5,worker0,2354096,3778271,arm,1,bounding box,3,http://object-naming-amore.upf.edu//2354096_3778271_seed_ambiguous.png,"['cap', 'sweatshirt', 'arm', 'coat', 'sweater', 'jacket', 'sleeve', 'hoodie', 'shirt', 'blazer']","['sleeve', 'arm']","{'cap': 0, 'sweatshirt': 0, 'arm': 1, 'coat': 0, 'sweater': 0, 'jacket': 0, 'sleeve': 1, 'hoodie': 0, 'shirt': 0, 'blazer': 0}",syn-sleeve,1.0,1.0,,,True,True,1.0,1.0,
20,3TRB893CSJA57OMCUYVUURY9VU17G2,../1_pre-pilot/verification_pilot_amt.csv_26,3B1NLC6UGZWXZEO5GMUCIXLIXEZGP5,worker0,2318524,1009820,runway,0,,0,http://object-naming-amore.upf.edu//2318524_1009820_singleton_obj.png,"['airplane', 'road', 'runway', 'plier', 'plane', 'airport', 'tarmac', 'ground']","['ground', 'tarmac', 'runway', 'road']","{'airplane': 0, 'road': 1, 'runway': 1, 'plier': 0, 'plane': 0, 'airport': 0, 'tarmac': 1, 'ground': 1}",,,,,,False,False,,,
21,3TRB893CSJA57OMCUYVUURY9VU17G2,../1_pre-pilot/verification_pilot_amt.csv_26,3B1NLC6UGZWXZEO5GMUCIXLIXEZGP5,worker0,1159441,1593550,snowboarder,0,,0,http://object-naming-amore.upf.edu//1159441_1593550_singleton_obj.png,"['human', 'girl', 'snowboarder', 'skier', 'diem', 'woman', 'person']","['person', 'woman', 'skier', 'snowboarder', 'girl', 'human']","{'human': 1, 'girl': 1, 'snowboarder': 1, 'skier': 1, 'diem': 0, 'woman': 1, 'person': 1}",,,,,,False,False,,,
22,3TRB893CSJA57OMCUYVUURY9VU17G2,../1_pre-pilot/verification_pilot_amt.csv_26,3B1NLC6UGZWXZEO5GMUCIXLIXEZGP5,worker0,2417054,3245468,t-shirt,1,bounding box,1,http://object-naming-amore.upf.edu//2417054_3245468_seed_ambiguous.png,"['cup board', 'cabinet', 't-shirt', 'cabiet', 'hutch']",['t-shirt'],"{'cup board': 0, 'cabinet': 0, 't-shirt': 1, 'cabiet': 0, 'hutch': 0}",,,,,,False,False,,,
23,3TRB893CSJA57OMCUYVUURY9VU17G2,../1_pre-pilot/verification_pilot_amt.csv_26,3B1NLC6UGZWXZEO5GMUCIXLIXEZGP5,worker0,2360995,784762,person,0,,0,http://object-naming-amore.upf.edu//2360995_784762_singleton_obj.png,"['boy', 'enginge', 'person', 'shirt']","['person', 'boy']","{'boy': 1, 'enginge': 0, 'person': 1, 'shirt': 0}",,,,,,False,False,,,
24,3TRB893CSJA57OMCUYVUURY9VU17G2,../1_pre-pilot/verification_pilot_amt.csv_26,3B1NLC6UGZWXZEO5GMUCIXLIXEZGP5,worker0,2373830,2842967,belt,1,bounding box,2,http://object-naming-amore.upf.edu//2373830_2842967_singleton_obj.png,"['horse', 'jar', 'belt']",['belt'],"{'horse': 0, 'jar': 0, 'belt': 1}",,,,,,False,False,,,
25,3TRB893CSJA57OMCUYVUURY9VU17G2,../1_pre-pilot/verification_pilot_amt.csv_26,3B1NLC6UGZWXZEO5GMUCIXLIXEZGP5,worker0,2354096,3778271,sweatshirt,0,,0,http://object-naming-amore.upf.edu//2354096_3778271_seed_ambiguous.png,"['cap', 'sweatshirt', 'arm', 'coat', 'sweater', 'jacket', 'sleeve', 'hoodie', 'shirt', 'blazer']","['hoodie', 'jacket', 'sweater', 'coat', 'sweatshirt']","{'cap': 0, 'sweatshirt': 1, 'arm': 0, 'coat': 1, 'sweater': 1, 'jacket': 1, 'sleeve': 0, 'hoodie': 1, 'shirt': 0, 'blazer': 0}",,,,,,False,False,,,
26,3TRB893CSJA57OMCUYVUURY9VU17G2,../1_pre-pilot/verification_pilot_amt.csv_26,3B1NLC6UGZWXZEO5GMUCIXLIXEZGP5,worker0,2318524,1009820,road,0,,0,http://object-naming-amore.upf.edu//2318524_1009820_singleton_obj.png,"['airplane', 'road', 'runway', 'plier', 'plane', 'airport', 'tarmac', 'ground']","['ground', 'tarmac', 'runway', 'road']","{'airplane': 0, 'road': 1, 'runway': 1, 'plier': 0, 'plane': 0, 'airport': 0, 'tarmac': 1, 'ground': 1}",,,,,,False,False,,,
27,3TRB893CSJA57OMCUYVUURY9VU17G2,../1_pre-pilot/verification_pilot_amt.csv_26,3B1NLC6UGZWXZEO5GMUCIXLIXEZGP5,worker0,1159441,1593550,girl,0,,0,http://object-naming-amore.upf.edu//1159441_1593550_singleton_obj.png,"['human', 'girl', 'snowboarder', 'skier', 'diem', 'woman', 'person']","['person', 'woman', 'skier', 'snowboarder', 'girl', 'human']","{'human': 1, 'girl': 1, 'snowboarder': 1, 'skier': 1, 'diem': 0, 'woman': 1, 'person': 1}",,,,,,False,False,,,
28,3TRB893CSJA57OMCUYVUURY9VU17G2,../1_pre-pilot/verification_pilot_amt.csv_26,3B1NLC6UGZWXZEO5GMUCIXLIXEZGP5,worker0,2417054,3245468,cabinet,0,,0,http://object-naming-amore.upf.edu//2417054_3245468_seed_ambiguous.png,"['cup board', 'cabinet', 't-shirt', 'cabiet', 'hutch']","['hutch', 'cabiet', 'cabinet', 'cup board']","{'cup board': 1, 'cabinet': 1, 't-shirt': 0, 'cabiet': 1, 'hutch': 1}",vg_majority,1.0,,,,True,False,1.0,,
29,3TRB893CSJA57OMCUYVUURY9VU17G2,../1_pre-pilot/verification_pilot_amt.csv_26,3B1NLC6UGZWXZEO5GMUCIXLIXEZGP5,worker0,2360995,784762,enginge,2,other,2,http://object-naming-amore.upf.edu//2360995_784762_singleton_obj.png,"['boy', 'enginge', 'person', 'shirt']",['enginge'],"{'boy': 0, 'enginge': 1, 'person': 0, 'shirt': 0}",random,1.0,1.0,,,True,True,1.0,1.0,
30,3TRB893CSJA57OMCUYVUURY9VU17G2,../1_pre-pilot/verification_pilot_amt.csv_26,3B1NLC6UGZWXZEO5GMUCIXLIXEZGP5,worker0,2373830,2842967,jar,2,other,1,http://object-naming-amore.upf.edu//2373830_2842967_singleton_obj.png,"['horse', 'jar', 'belt']",['jar'],"{'horse': 0, 'jar': 1, 'belt': 0}",random,1.0,1.0,,,True,True,1.0,1.0,
31,3TRB893CSJA57OMCUYVUURY9VU17G2,../1_pre-pilot/verification_pilot_amt.csv_26,3B1NLC6UGZWXZEO5GMUCIXLIXEZGP5,worker0,2354096,3778271,cap,1,bounding box,2,http://object-naming-amore.upf.edu//2354096_3778271_seed_ambiguous.png,"['cap', 'sweatshirt', 'arm', 'coat', 'sweater', 'jacket', 'sleeve', 'hoodie', 'shirt', 'blazer']",['cap'],"{'cap': 1, 'sweatshirt': 0, 'arm': 0, 'coat': 0, 'sweater': 0, 'jacket': 0, 'sleeve': 0, 'hoodie': 0, 'shirt': 0, 'blazer': 0}",alternative,1.0,,,,True,False,1.0,,
32,3TRB893CSJA57OMCUYVUURY9VU17G2,../1_pre-pilot/verification_pilot_amt.csv_26,3B1NLC6UGZWXZEO5GMUCIXLIXEZGP5,worker0,2318524,1009820,airplane,1,bounding box,2,http://object-naming-amore.upf.edu//2318524_1009820_singleton_obj.png,"['airplane', 'road', 'runway', 'plier', 'plane', 'airport', 'tarmac', 'ground']","['plane', 'airplane']","{'airplane': 1, 'road': 0, 'runway': 0, 'plier': 0, 'plane': 1, 'airport': 0, 'tarmac': 0, 'ground': 0}",syn-plane,1.0,1.0,,,True,True,1.0,1.0,
33,3TRB893CSJA57OMCUYVUURY9VU17G2,../1_pre-pilot/verification_pilot_amt.csv_26,3B1NLC6UGZWXZEO5GMUCIXLIXEZGP5,worker0,1159441,1593550,human,0,,0,http://object-naming-amore.upf.edu//1159441_1593550_singleton_obj.png,"['human', 'girl', 'snowboarder', 'skier', 'diem', 'woman', 'person']","['person', 'woman', 'skier', 'snowboarder', 'girl', 'human']","{'human': 1, 'girl': 1, 'snowboarder': 1, 'skier': 1, 'diem': 0, 'woman': 1, 'person': 1}",,,,,,False,False,,,
34,3TRB893CSJA57OMCUYVUURY9VU17G2,../1_pre-pilot/verification_pilot_amt.csv_26,3B1NLC6UGZWXZEO5GMUCIXLIXEZGP5,worker0,2417054,3245468,cup board,0,,0,http://object-naming-amore.upf.edu//2417054_3245468_seed_ambiguous.png,"['cup board', 'cabinet', 't-shirt', 'cabiet', 'hutch']","['hutch', 'cabiet', 'cabinet', 'cup board']","{'cup board': 1, 'cabinet': 1, 't-shirt': 0, 'cabiet': 1, 'hutch': 1}",,,,,,False,False,,,
35,3TRB893CSJA57OMCUYVUURY9VU17G2,../1_pre-pilot/verification_pilot_amt.csv_26,3B1NLC6UGZWXZEO5GMUCIXLIXEZGP5,worker0,2360995,784762,boy,0,,0,http://object-naming-amore.upf.edu//2360995_784762_singleton_obj.png,"['boy', 'enginge', 'person', 'shirt']","['person', 'boy']","{'boy': 1, 'enginge': 0, 'person': 1, 'shirt': 0}",vg_majority,1.0,,,,True,False,1.0,,
36,3TRB893CSJA57OMCUYVUURY9VU17G2,../1_pre-pilot/verification_pilot_amt.csv_26,3B1NLC6UGZWXZEO5GMUCIXLIXEZGP5,worker0,2373830,2842967,horse,0,,0,http://object-naming-amore.upf.edu//2373830_2842967_singleton_obj.png,"['horse', 'jar', 'belt']",['horse'],"{'horse': 1, 'jar': 0, 'belt': 0}",vg_majority,1.0,,,,True,False,1.0,,
37,3K8CQCU3KE1Q7V4ZPAG1CR6NPWVWNY,../1_pre-pilot/verification_pilot_amt.csv_17,31T4R4OBOSGVCW40IE4CSK9IZUE7CW,worker1,2384461,1309085,pant,0,,3,http://object-naming-amore.upf.edu//2384461_1309085_supercat_ambiguous.png,"['skateboarder', 'kid', 'shoe', 'boy', 'skteboarder', 'person', 'man', 'skater', 'male', 'shirt', 'pant']",['pant'],"{'skateboarder': 0, 'kid': 0, 'shoe': 0, 'boy': 0, 'skteboarder': 0, 'person': 0, 'man': 0, 'skater': 0, 'male': 0, 'shirt': 0, 'pant': 1}",,,,,,False,False,,,
38,3K8CQCU3KE1Q7V4ZPAG1CR6NPWVWNY,../1_pre-pilot/verification_pilot_amt.csv_17,31T4R4OBOSGVCW40IE4CSK9IZUE7CW,worker1,2384461,1309085,shirt,0,,2,http://object-naming-amore.upf.edu//2384461_1309085_supercat_ambiguous.png,"['skateboarder', 'kid', 'shoe', 'boy', 'skteboarder', 'person', 'man', 'skater', 'male', 'shirt', 'pant']",['shirt'],"{'skateboarder': 0, 'kid': 0, 'shoe': 0, 'boy': 0, 'skteboarder': 0, 'person': 0, 'man': 0, 'skater': 0, 'male': 0, 'shirt': 1, 'pant': 0}",,,,,,False,False,,,
39,3K8CQCU3KE1Q7V4ZPAG1CR6NPWVWNY,../1_pre-pilot/verification_pilot_amt.csv_17,31T4R4OBOSGVCW40IE4CSK9IZUE7CW,worker1,2384461,1309085,male,0,,0,http://object-naming-amore.upf.edu//2384461_1309085_supercat_ambiguous.png,"['skateboarder', 'kid', 'shoe', 'boy', 'skteboarder', 'person', 'man', 'skater', 'male', 'shirt', 'pant']","['male', 'skater', 'man', 'person', 'skteboarder', 'boy', 'kid', 'skateboarder']","{'skateboarder': 1, 'kid': 1, 'shoe': 0, 'boy': 1, 'skteboarder': 1, 'person': 1, 'man': 1, 'skater': 1, 'male': 1, 'shirt': 0, 'pant': 0}",,,,,,False,False,,,
40,3K8CQCU3KE1Q7V4ZPAG1CR6NPWVWNY,../1_pre-pilot/verification_pilot_amt.csv_17,31T4R4OBOSGVCW40IE4CSK9IZUE7CW,worker1,2384461,1309085,skater,0,,0,http://object-naming-amore.upf.edu//2384461_1309085_supercat_ambiguous.png,"['skateboarder', 'kid', 'shoe', 'boy', 'skteboarder', 'person', 'man', 'skater', 'male', 'shirt', 'pant']","['male', 'skater', 'man', 'person', 'skteboarder', 'boy', 'kid', 'skateboarder']","{'skateboarder': 1, 'kid': 1, 'shoe': 0, 'boy': 1, 'skteboarder': 1, 'person': 1, 'man': 1, 'skater': 1, 'male': 1, 'shirt': 0, 'pant': 0}",,,,,,False,False,,,
41,3K8CQCU3KE1Q7V4ZPAG1CR6NPWVWNY,../1_pre-pilot/verification_pilot_amt.csv_17,31T4R4OBOSGVCW40IE4CSK9IZUE7CW,worker1,2384461,1309085,man,0,,0,http://object-naming-amore.upf.edu//2384461_1309085_supercat_ambiguous.png,"['skateboarder', 'kid', 'shoe', 'boy', 'skteboarder', 'person', 'man', 'skater', 'male', 'shirt', 'pant']","['male', 'skater', 'man', 'person', 'skteboarder', 'boy', 'kid', 'skateboarder']","{'skateboarder': 1, 'kid': 1, 'shoe': 0, 'boy': 1, 'skteboarder': 1, 'person': 1, 'man': 1, 'skater': 1, 'male': 1, 'shirt': 0, 'pant': 0}",,,,,,False,False,,,
42,3K8CQCU3KE1Q7V4ZPAG1CR6NPWVWNY,../1_pre-pilot/verification_pilot_amt.csv_17,31T4R4OBOSGVCW40IE4CSK9IZUE7CW,worker1,2356773,2359404,wool,0,,2,http://object-naming-amore.upf.edu//2356773_2359404_singleton_obj.png,"['goat', 'sheep', 'elk', 'ram', 'horn', 'animal', 'wool']",['wool'],"{'goat': 0, 'sheep': 0, 'elk': 0, 'ram': 0, 'horn': 0, 'animal': 0, 'wool': 1}",random,0.0,1.0,,,False,True,,1.0,
43,3K8CQCU3KE1Q7V4ZPAG1CR6NPWVWNY,../1_pre-pilot/verification_pilot_amt.csv_17,31T4R4OBOSGVCW40IE4CSK9IZUE7CW,worker1,2411688,3566937,advertisement,0,,2,http://object-naming-amore.upf.edu//2411688_3566937_supercat_unique.png,"['shop', 'storefront', 'building', 'motorcycle', 'door', 'garage', 'advertisement']",['advertisement'],"{'shop': 0, 'storefront': 0, 'building': 0, 'motorcycle': 0, 'door': 0, 'garage': 0, 'advertisement': 1}",alternative,0.0,,,,True,False,0.0,,
44,3K8CQCU3KE1Q7V4ZPAG1CR6NPWVWNY,../1_pre-pilot/verification_pilot_amt.csv_17,31T4R4OBOSGVCW40IE4CSK9IZUE7CW,worker1,2384461,1309085,person,0,,0,http://object-naming-amore.upf.edu//2384461_1309085_supercat_ambiguous.png,"['skateboarder', 'kid', 'shoe', 'boy', 'skteboarder', 'person', 'man', 'skater', 'male', 'shirt', 'pant']","['male', 'skater', 'man', 'person', 'skteboarder', 'boy', 'kid', 'skateboarder']","{'skateboarder': 1, 'kid': 1, 'shoe': 0, 'boy': 1, 'skteboarder': 1, 'person': 1, 'man': 1, 'skater': 1, 'male': 1, 'shirt': 0, 'pant': 0}",,,,,,False,False,,,
45,3K8CQCU3KE1Q7V4ZPAG1CR6NPWVWNY,../1_pre-pilot/verification_pilot_amt.csv_17,31T4R4OBOSGVCW40IE4CSK9IZUE7CW,worker1,2356773,2359404,animal,0,,0,http://object-naming-amore.upf.edu//2356773_2359404_singleton_obj.png,"['goat', 'sheep', 'elk', 'ram', 'horn', 'animal', 'wool']","['animal', 'ram', 'elk', 'sheep', 'goat']","{'goat': 1, 'sheep': 1, 'elk': 1, 'ram': 1, 'horn': 0, 'animal': 1, 'wool': 0}",,,,,,False,False,,,
46,3K8CQCU3KE1Q7V4ZPAG1CR6NPWVWNY,../1_pre-pilot/verification_pilot_amt.csv_17,31T4R4OBOSGVCW40IE4CSK9IZUE7CW,worker1,2411688,3566937,garage,0,,0,http://object-naming-amore.upf.edu//2411688_3566937_supercat_unique.png,"['shop', 'storefront', 'building', 'motorcycle', 'door', 'garage', 'advertisement']","['garage', 'door', 'building', 'storefront', 'shop']","{'shop': 1, 'storefront': 1, 'building': 1, 'motorcycle': 0, 'door': 1, 'garage': 1, 'advertisement': 0}",,,,,,False,False,,,
